formula,space_group,structure,id,formation_energy
Au2P,I4/mmm,"[{'data': {'a': [-1.45666274e-10, 1.45666274e-10, 6.14483481e-10], 'b': [1.45666274e-10, -1.45666274e-10, 6.14483481e-10], 'c': [1.45666274e-10, 1.45666274e-10, -6.14483481e-10], 'atoms': [{'x': 7.914482201814813e-28, 'y': -7.914482201814813e-28, 'z': 1.9583076060246845e-10, 'element': 'Au'}, {'x': -1.129684803840593e-26, 'y': 1.129684803840593e-26, 'z': 1.0331362013975314e-09, 'element': 'Au'}, {'x': 0, 'y': 0, 'z': 6.14483481e-10, 'element': 'P'}]}, 'natoms': 3, 'element': {'P': 1, 'Au': 2}}]",PN_V4W4EAMWQFXAF5RHH3QZYUQAFXRFHGTI,"{'reference': {'P': 'https://nomad-lab.eu/prod/rae/gui/entry/id/SwEGZUqCTPyNJvGH3CWDPQ/VliAGY_Z2yfFnSNW4d80E-Y7rLrP', 'Au': 'https://nomad-lab.eu/prod/rae/gui/entry/id/VIw_UIvgSh6gxyn98Y4wQg/obkWaha46SJyE2R6mKrpCv-Z4ZwG'}, 'value_per_atom': 0.30330087340326156, 'value': 0.9099026202097846}"
Ir2Ta4,Pnnm,"[{'data': {'a': [2.90665752e-10, 0, 0], 'b': [0, 8.010703790000001e-10, 0], 'c': [0, 0, 4.28857733e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 0, 'element': 'Ir'}, {'x': 1.45332876e-10, 'y': 4.0053518950000005e-10, 'z': 2.144288665e-10, 'element': 'Ir'}, {'x': 3.255291324252864e-11, 'y': 2.7128853192971147e-10, 'z': 0, 'element': 'Ta'}, {'x': 1.1277996275747138e-10, 'y': 6.718237214297115e-10, 'z': 2.144288665e-10, 'element': 'Ta'}, {'x': 1.7788578924252864e-10, 'y': 1.2924665757028855e-10, 'z': 2.144288665e-10, 'element': 'Ta'}, {'x': 2.5811283875747136e-10, 'y': 5.297818470702887e-10, 'z': 0, 'element': 'Ta'}]}, 'natoms': 6, 'element': {'Ir': 2, 'Ta': 4}}]",PN_UZF43PJKMJ72BGGXEUNY3R6SWKR2V4MZ,"{'reference': {'Ir': 'https://nomad-lab.eu/prod/rae/gui/entry/id/R5T_c-b5R-aSPQN6iXJv2A/Jxd3Gq7w7vgx3vAf4QaOcIUrNIvf', 'Ta': 'https://nomad-lab.eu/prod/rae/gui/entry/id/HFcfn7V1T0qqPvWety_q2w/Jno4RsivxTTSMHe4wn8p4qW8Ef6G'}, 'value_per_atom': -0.03360964335666239, 'value': -0.20165786013997433}"
CaRh2,I4/mmm,"[{'data': {'a': [-1.70308467e-10, 1.70308467e-10, 5.05589701e-10], 'b': [1.70308467e-10, -1.70308467e-10, 5.05589701e-10], 'c': [1.70308467e-10, 1.70308467e-10, -5.05589701e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 0, 'element': 'Ca'}, {'x': -6.702795652394648e-27, 'y': 6.702795652394648e-27, 'z': 7.136616033186429e-10, 'element': 'Rh'}, {'x': 2.4044711682411884e-28, 'y': -2.4044711682411884e-28, 'z': 2.97517798681357e-10, 'element': 'Rh'}]}, 'natoms': 3, 'element': {'Rh': 2, 'Ca': 1}}]",PN_EWTN26GJLZDHDSKTFSWKVODOTAD53FNC,"{'reference': {'Rh': 'https://nomad-lab.eu/prod/rae/gui/entry/id/7IQEcowSTDaJcMTtCigTSQ/7pAP54pzEP8-EwENC3ty75erNef2', 'Ca': 'https://nomad-lab.eu/prod/rae/gui/entry/id/LNJYtPiDTJ2RgcndgMzMEQ/c08VF8Y4GAg0AFj1CQdui2kVY_IF'}, 'value_per_atom': -0.0716643596461175, 'value': -0.2149930789383525}"
Cr3Sr,P4/mmm,"[{'data': {'a': [3.23251147e-10, 0, 0], 'b': [0, 3.23251147e-10, 0], 'c': [0, 0, 7.081595100000001e-10], 'atoms': [{'x': 1.616255735e-10, 'y': 1.616255735e-10, 'z': 4.5348851725244735e-10, 'element': 'Cr'}, {'x': 0, 'y': 0, 'z': 3.5407975500000003e-10, 'element': 'Cr'}, {'x': 1.616255735e-10, 'y': 1.616255735e-10, 'z': 2.546709927475527e-10, 'element': 'Cr'}, {'x': 0, 'y': 0, 'z': 0, 'element': 'Sr'}]}, 'natoms': 4, 'element': {'Cr': 3, 'Sr': 1}}]",PN_7OK5LOXD2EVBBJSDCRHTBHTOHWNOWQBT,"{'reference': {'Cr': 'https://nomad-lab.eu/prod/rae/gui/entry/id/WHxcrFh6QWqSn5mGUr5mBg/Xf06z3W_uXiss4I1OdzRpCsLCWOj', 'Sr': 'https://nomad-lab.eu/prod/rae/gui/entry/id/CPX8DdIcSHGs-SRkG5ebRQ/9CyQcCUbCgpVbqUi9LKvMkTBuex3'}, 'value_per_atom': 0.7330921242841102, 'value': 2.9323684971364408}"
Na2Pt2,Pmmn,"[{'data': {'a': [0, -1.9605599300000003e-10, -1.9605599300000003e-10], 'b': [4.435031430000001e-10, 0, 0], 'c': [0, -4.18815566e-10, 4.18815566e-10], 'atoms': [{'x': 0, 'y': -3.01759128196396e-12, 'z': 3.01759128196396e-12, 'element': 'Na'}, {'x': 2.2175157150000004e-10, 'y': -4.0912207971803604e-10, 'z': 2.1306608671803604e-10, 'element': 'Na'}, {'x': 0, 'y': -1.9551358078610564e-10, 'z': 1.9551358078610564e-10, 'element': 'Pt'}, {'x': 2.2175157150000004e-10, 'y': -2.1662609021389436e-10, 'z': 2.057009721389433e-11, 'element': 'Pt'}]}, 'natoms': 4, 'element': {'Na': 2, 'Pt': 2}}]",PN_74BESOX5EESGF7OLOEBDAHP6PRKYI33C,"{'reference': {'Na': 'https://nomad-lab.eu/prod/rae/gui/entry/id/OQKhldCwSNy1I3fjKqWVOA/wuKYplocH6swdEcvPOLYpXWSNQZL', 'Pt': 'https://nomad-lab.eu/prod/rae/gui/entry/id/meXhMmSQRVaDHeGfvzRJ1w/v1-g0QvXF-7NjlzNA2iWtl1LCf34'}, 'value_per_atom': -0.062292735079498396, 'value': -0.24917094031799358}"
Pb4As2,Pnnm,"[{'data': {'a': [4.19975381e-10, 0, 0], 'b': [0, 6.191779610000001e-10, 0], 'c': [0, 0, 7.409517980000001e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 0, 'element': 'As'}, {'x': 2.099876905e-10, 'y': 3.0958898050000004e-10, 'z': 3.7047589900000004e-10, 'element': 'As'}, {'x': 0, 'y': 1.278953377615499e-10, 'z': 4.734386571738138e-10, 'element': 'Pb'}, {'x': 0, 'y': 4.912826232384502e-10, 'z': 2.6751314082618626e-10, 'element': 'Pb'}, {'x': 2.099876905e-10, 'y': 4.374843182615499e-10, 'z': 6.379890398261863e-10, 'element': 'Pb'}, {'x': 2.099876905e-10, 'y': 1.8169364273845015e-10, 'z': 1.0296275817381374e-10, 'element': 'Pb'}]}, 'natoms': 6, 'element': {'Pb': 4, 'As': 2}}]",PN_5TU7DSBSATW2VC7OZB22VUR56BLU3YBZ,"{'reference': {'Pb': 'https://nomad-lab.eu/prod/rae/gui/entry/id/gsAlmK4OTCGsgQBj4SzPwA/aYJtYKNr85nM-0acWcW3IEbYkJ65', 'As': 'https://nomad-lab.eu/prod/rae/gui/entry/id/irNjB3eBSxiA5Zsr3-mMcg/kWw6gjhjpszGSs-lJVXHTwQkY4RP'}, 'value_per_atom': 0.08859453785025136, 'value': 0.5315672271015082}"
Al3Sb5,Cmmm,"[{'data': {'a': [3.69916135e-10, -5.19640952e-10, 0], 'b': [3.69916135e-10, 5.19640952e-10, 0], 'c': [0, 0, 4.9658914e-10], 'atoms': [{'x': 3.69916135e-10, 'y': 0, 'z': 0, 'element': 'Al'}, {'x': 3.69916135e-10, 'y': -2.538321648476091e-10, 'z': 2.4829457e-10, 'element': 'Al'}, {'x': 3.69916135e-10, 'y': 2.538321648476091e-10, 'z': 2.4829457e-10, 'element': 'Al'}, {'x': 0, 'y': 0, 'z': 0, 'element': 'Sb'}, {'x': 1.849580675e-10, 'y': 2.59820476e-10, 'z': 0, 'element': 'Sb'}, {'x': 1.849580675e-10, 'y': -2.59820476e-10, 'z': 0, 'element': 'Sb'}, {'x': 1.9851420653960021e-10, 'y': 3.79337495965844e-27, 'z': 2.4829457e-10, 'element': 'Sb'}, {'x': 5.413180634603999e-10, 'y': 2.5052492512768347e-26, 'z': 2.4829457e-10, 'element': 'Sb'}]}, 'natoms': 8, 'element': {'Al': 3, 'Sb': 5}}]",PN_XPOD4KTSHMVOOVTQZMVSMOC6IVFBY2MD,"{'reference': {'Al': 'https://nomad-lab.eu/prod/rae/gui/entry/id/nX_oJtCvReKSQKlosaruaA/NwZCCfhy6KcjdrLfBEnERme_39m-', 'Sb': 'https://nomad-lab.eu/prod/rae/gui/entry/id/WMu7V8unTIq_ZADrznasag/e0MYdRBQr9wEXHzKsLol9DZ8gMvs'}, 'value_per_atom': 0.24065650358479562, 'value': 1.925252028678365}"
Ir16Pd8,Fd-3m,"[{'data': {'a': [-5.73095954e-10, 0, 5.73095954e-10], 'b': [0, 5.73095954e-10, 5.73095954e-10], 'c': [-5.73095954e-10, 5.73095954e-10, 0], 'atoms': [{'x': -5.73095954e-10, 'y': 2.86547977e-10, 'z': 2.86547977e-10, 'element': 'Ir'}, {'x': -2.86547977e-10, 'y': 0, 'z': 2.86547977e-10, 'element': 'Ir'}, {'x': -2.86547977e-10, 'y': 2.86547977e-10, 'z': 0, 'element': 'Ir'}, {'x': -5.73095954e-10, 'y': 5.73095954e-10, 'z': 5.73095954e-10, 'element': 'Ir'}, {'x': -7.163699425000001e-10, 'y': 1.0029179195e-09, 'z': 6.537079288995361e-10, 'element': 'Ir'}, {'x': -7.163699425000001e-10, 'y': 6.537079288995361e-10, 'z': 1.0029179195e-09, 'element': 'Ir'}, {'x': -1.065579933100464e-09, 'y': 1.0029179195e-09, 'z': 1.0029179195e-09, 'element': 'Ir'}, {'x': -3.671599518995361e-10, 'y': 4.2982196550000006e-10, 'z': 4.2982196550000006e-10, 'element': 'Ir'}, {'x': -7.163699425000001e-10, 'y': 7.79031956100464e-10, 'z': 4.2982196550000006e-10, 'element': 'Ir'}, {'x': -7.163699425000001e-10, 'y': 4.2982196550000006e-10, 'z': 7.79031956100464e-10, 'element': 'Ir'}, {'x': -4.2982196550000006e-10, 'y': 1.432739885e-10, 'z': 4.924839791004639e-10, 'element': 'Ir'}, {'x': -4.2982196550000006e-10, 'y': 4.924839791004639e-10, 'z': 1.432739885e-10, 'element': 'Ir'}, {'x': -8.061197489953609e-11, 'y': 1.432739885e-10, 'z': 1.432739885e-10, 'element': 'Ir'}, {'x': -7.79031956100464e-10, 'y': 7.163699425000001e-10, 'z': 7.163699425000001e-10, 'element': 'Ir'}, {'x': -4.2982196550000006e-10, 'y': 3.671599518995361e-10, 'z': 7.163699425000001e-10, 'element': 'Ir'}, {'x': -4.2982196550000006e-10, 'y': 7.163699425000001e-10, 'z': 3.671599518995361e-10, 'element': 'Ir'}, {'x': -8.215020341059696e-10, 'y': 8.977858221630709e-10, 'z': 8.97785822163071e-10, 'element': 'Pd'}, {'x': -6.11237845163071e-10, 'y': 5.349540571059695e-10, 'z': 3.24689868163071e-10, 'element': 'Pd'}, {'x': -6.11237845163071e-10, 'y': 3.2468986816307095e-10, 'z': 5.349540571059695e-10, 'element': 'Pd'}, {'x': -8.215020341059696e-10, 'y': 5.349540571059695e-10, 'z': 5.349540571059695e-10, 'element': 'Pd'}, {'x': -3.246898738940305e-10, 'y': 2.484060858369291e-10, 'z': 2.484060858369291e-10, 'element': 'Pd'}, {'x': -5.349540628369291e-10, 'y': 6.112378508940305e-10, 'z': 8.215020398369292e-10, 'element': 'Pd'}, {'x': -5.349540628369291e-10, 'y': 8.215020398369291e-10, 'z': 6.112378508940305e-10, 'element': 'Pd'}, {'x': -3.246898738940305e-10, 'y': 6.112378508940305e-10, 'z': 6.112378508940305e-10, 'element': 'Pd'}]}, 'natoms': 24, 'element': {'Pd': 8, 'Ir': 16}}]",PN_XJ2TGJCAL3I2TTPCECVAVMJFK6N43O3J,"{'reference': {'Pd': 'https://nomad-lab.eu/prod/rae/gui/entry/id/eWp7nSoCThCvuNshTV7OvQ/B_YsxQ9yjPSLQPBbgi6ptP2Q1A64', 'Ir': 'https://nomad-lab.eu/prod/rae/gui/entry/id/R5T_c-b5R-aSPQN6iXJv2A/Jxd3Gq7w7vgx3vAf4QaOcIUrNIvf'}, 'value_per_atom': 0.7219119116409539, 'value': 17.325885879382895}"
Ag2Br2,P2_1/m,"[{'data': {'a': [3.939832e-10, 0, 5.4556e-12], 'b': [0, 4.1826549999999996e-10, 0], 'c': [-1.015852e-10, 0, 5.605082999999999e-10], 'atoms': [{'x': 3.3693990035604004e-11, 'y': 1.0456699821559499e-10, 'z': 1.1211000204674699e-10, 'element': 'Ag'}, {'x': 2.58704942194424e-10, 'y': 3.1369998662693e-10, 'z': 4.5385400638765994e-10, 'element': 'Ag'}, {'x': 2.3957996072588003e-10, 'y': 3.1369998662693e-10, 'z': 1.55496989048848e-10, 'element': 'Br'}, {'x': 5.2817968344499995e-11, 'y': 1.0456699821559499e-10, 'z': 4.1046601652415096e-10, 'element': 'Br'}]}, 'natoms': 4, 'element': {'Br': 2, 'Ag': 2}}]",PN_VAKH7Y52CVZMZLIYJFKVUUUN33SDMLJV,"{'reference': {'Br': 'https://nomad-lab.eu/prod/rae/gui/entry/id/0-sUPGbCT4WTrNYF4-xkZQ/Wx_P4OGpuK3MVetL1U6qELSTUSzI', 'Ag': 'https://nomad-lab.eu/prod/rae/gui/entry/id/hXjxFrSARi6vr8ZsckYj7Q/DKmuJnLUkNWtM6gJopj74imHmf46'}, 'value_per_atom': -0.43855583937150433, 'value': -1.7542233574860173}"
Ca4Ta2,I4/mcm,"[{'data': {'a': [-4.20115699e-10, 4.20115699e-10, 2.62134235e-10], 'b': [4.20115699e-10, -4.20115699e-10, 2.62134235e-10], 'c': [4.20115699e-10, 4.20115699e-10, -2.62134235e-10], 'atoms': [{'x': 1.3719336076956913e-10, 'y': 2.829223382304309e-10, 'z': 0, 'element': 'Ca'}, {'x': 2.829223382304309e-10, 'y': 1.3719336076956913e-10, 'z': 2.6213423499999995e-10, 'element': 'Ca'}, {'x': 5.573090597695692e-10, 'y': 1.3719336076956913e-10, 'z': 4.4567917316349656e-27, 'element': 'Ca'}, {'x': -1.371933607695691e-10, 'y': 2.8292233823043094e-10, 'z': 2.62134235e-10, 'element': 'Ca'}, {'x': 2.5849394142282115e-26, 'y': -2.5849394142282115e-26, 'z': 3.932013525e-10, 'element': 'Ta'}, {'x': 0, 'y': 0, 'z': 1.310671175e-10, 'element': 'Ta'}]}, 'natoms': 6, 'element': {'Ta': 2, 'Ca': 4}}]",PN_DWND5PDFWM2E3Z343EDYCHZG5TSCGZXE,"{'reference': {'Ta': 'https://nomad-lab.eu/prod/rae/gui/entry/id/HFcfn7V1T0qqPvWety_q2w/Jno4RsivxTTSMHe4wn8p4qW8Ef6G', 'Ca': 'https://nomad-lab.eu/prod/rae/gui/entry/id/LNJYtPiDTJ2RgcndgMzMEQ/c08VF8Y4GAg0AFj1CQdui2kVY_IF'}, 'value_per_atom': 0.53492339105963, 'value': 3.2095403463577803}"
Ba2Sn6,Cmcm,"[{'data': {'a': [4.4239773e-10, -5.10451675e-10, 0], 'b': [4.4239773e-10, 5.10451675e-10, 0], 'c': [0, 0, 6.31840776e-10], 'atoms': [{'x': 4.4239772999999996e-10, 'y': 1.1750698627931648e-10, 'z': 1.57960194e-10, 'element': 'Ba'}, {'x': 4.4239772999999996e-10, 'y': -1.1750698627931648e-10, 'z': 4.73880582e-10, 'element': 'Ba'}, {'x': 4.0109561009829504e-28, 'y': -2.7041493963163503e-11, 'z': 4.73880582e-10, 'element': 'Sn'}, {'x': -4.0109561009829504e-28, 'y': 2.7041493963163503e-11, 'z': 1.57960194e-10, 'element': 'Sn'}, {'x': 2.9082633957241804e-10, 'y': 2.228013039348895e-10, 'z': 4.73880582e-10, 'element': 'Sn'}, {'x': 1.51571390427582e-10, 'y': 2.876503710651105e-10, 'z': 1.57960194e-10, 'element': 'Sn'}, {'x': 1.51571390427582e-10, 'y': -2.876503710651105e-10, 'z': 4.73880582e-10, 'element': 'Sn'}, {'x': 2.9082633957241804e-10, 'y': -2.2280130393488954e-10, 'z': 1.57960194e-10, 'element': 'Sn'}]}, 'natoms': 8, 'element': {'Sn': 6, 'Ba': 2}}]",PN_4VLKCETUU2E4YCU5YU6AA57JYGVF3PR2,"{'reference': {'Sn': 'https://nomad-lab.eu/prod/rae/gui/entry/id/7v_xfwA8SXar--QHXNyP3w/OAw0poj5HN3ZrB-djDMlDbA7-aNL', 'Ba': 'https://nomad-lab.eu/prod/rae/gui/entry/id/tX6mKyN2Q0ahPatA8GfBWw/Lj0gGgNhl0ZMZK5-5xnXiYpf0ut5'}, 'value_per_atom': -0.2436607623660132, 'value': -1.9492860989281056}"
CsMn,P-6m2,"[{'data': {'a': [4.37672215e-10, -1e-18, 0], 'b': [-2.18836059e-10, 3.7896151500000003e-10, 0], 'c': [0, 0, 6.89961419e-10], 'atoms': [{'x': 2.1883634031476502e-10, 'y': 1.2632325433072306e-10, 'z': 5.174710642500001e-10, 'element': 'Cs'}, {'x': -1.843147650474697e-16, 'y': 2.5263825966927693e-10, 'z': 1.7249035475e-10, 'element': 'Mn'}]}, 'natoms': 2, 'element': {'Cs': 1, 'Mn': 1}}]",PN_KGPJHKEKKP3DGNDXVUXCIELBQJJ5ANLF,"{'reference': {'Cs': 'https://nomad-lab.eu/prod/rae/gui/entry/id/hXjxFrSARi6vr8ZsckYj7Q/kN8e3SIVbfhf8PZRKQBSjs6R93sI', 'Mn': 'https://nomad-lab.eu/prod/rae/gui/entry/id/hXjxFrSARi6vr8ZsckYj7Q/tx_1N24Ev1WXbH2sMhMM1KZC-Ghz'}, 'value_per_atom': -5.420664132459949, 'value': -10.841328264919898}"
Ga2Np,P6/mmm,"[{'data': {'a': [4.74011856e-10, -2.4011e-14, 0], 'b': [-2.37026708e-10, 4.1049422800000003e-10, 0], 'c': [0, 0, 2.94923557e-10], 'atoms': [{'x': 2.370058454222935e-10, 'y': 1.3682808829050455e-10, 'z': 1.4746190531712953e-10, 'element': 'Ga'}, {'x': -5.63932157147599e-15, 'y': 2.736669374921939e-10, 'z': 1.4746190531712953e-10, 'element': 'Ga'}, {'x': 8.882195035039999e-15, 'y': 1.5548616622160003e-14, 'z': 0, 'element': 'Np'}]}, 'natoms': 3, 'element': {'Np': 1, 'Ga': 2}}]",PN_PYZTDELXMWTPCZVA3CH7VLUGKIMSAVNH,"{'reference': {'Np': 'https://nomad-lab.eu/prod/rae/gui/entry/id/0-sUPGbCT4WTrNYF4-xkZQ/vQv31iqprT4hixfJ8QTsk1tt3Nu_', 'Ga': 'https://nomad-lab.eu/prod/rae/gui/entry/id/0-sUPGbCT4WTrNYF4-xkZQ/2ERN7ZvJrgUF_ixLeiC-2pn_xLJl'}, 'value_per_atom': -0.25345018354181786, 'value': -0.7603505506254535}"
Na2Pt4,Cmcm,"[{'data': {'a': [-2.8079631500000003e-10, 0, 0], 'b': [-1.40398158e-10, -7.912115680000001e-10, 0], 'c': [0, 0, 4.56475181e-10], 'atoms': [{'x': -3.4820299013714126e-21, 'y': -5.510044832246081e-12, 'z': 0, 'element': 'Na'}, {'x': -2.807963154409624e-10, 'y': -6.977891196903179e-10, 'z': 2.282375905e-10, 'element': 'Na'}, {'x': -2.8079631672956645e-10, 'y': -5.152129756347427e-10, 'z': 0, 'element': 'Pt'}, {'x': -1.403981576653871e-10, 'y': -2.6171235761171423e-10, 'z': 0, 'element': 'Pt'}, {'x': -1.4039815777905735e-10, 'y': -4.415868069108496e-10, 'z': 2.282375905e-10, 'element': 'Pt'}, {'x': -2.807963151188596e-10, 'y': -1.8808619679993697e-10, 'z': 2.282375905e-10, 'element': 'Pt'}]}, 'natoms': 6, 'element': {'Na': 2, 'Pt': 4}}]",PN_K4BGSTQUUF5ICOFOBFFHUWCNLYHJYXQX,"{'reference': {'Na': 'https://nomad-lab.eu/prod/rae/gui/entry/id/ANn_TqXdRYm4bpJCvHC9sg/fZBjCAvL-C0KpykVeDkglk4DiMJE', 'Pt': 'https://nomad-lab.eu/prod/rae/gui/entry/id/68wFX7Q8S5SrqzKuJtOXRg/hfTXu5BPKf83TlYNvYL_xjc7wecf'}, 'value_per_atom': -0.050740709027011256, 'value': -0.30444425416206755}"
CuMn3,I4/mmm,"[{'data': {'a': [-1.7381877699999999e-10, 1.7381877699999999e-10, 3.62554758e-10], 'b': [1.7381877699999999e-10, -1.7381877699999999e-10, 3.62554758e-10], 'c': [1.7381877699999999e-10, 1.7381877699999999e-10, -3.62554758e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 0, 'element': 'Cu'}, {'x': 0, 'y': 0, 'z': 3.62554758e-10, 'element': 'Mn'}, {'x': 1.2924697071141057e-26, 'y': 1.7381877699999999e-10, 'z': 1.81277379e-10, 'element': 'Mn'}, {'x': 1.7381877699999999e-10, 'y': 0, 'z': 1.81277379e-10, 'element': 'Mn'}]}, 'natoms': 4, 'element': {'Mn': 3, 'Cu': 1}}]",PN_YSY73KI2Q6RPPOUMGAYRN6PDN3DV7DWU,"{'reference': {'Mn': 'https://nomad-lab.eu/prod/rae/gui/entry/id/hXjxFrSARi6vr8ZsckYj7Q/tx_1N24Ev1WXbH2sMhMM1KZC-Ghz', 'Cu': 'https://nomad-lab.eu/prod/rae/gui/entry/id/mAAfBZKmTQWDVL1ZPRsrVQ/RJxSjMDRsm3WyoHrN444BNogn6Zv'}, 'value_per_atom': 0.2690644181336781, 'value': 1.0762576725347124}"
FeIr2,I4/mmm,"[{'data': {'a': [-1.33623849e-10, 1.33623849e-10, 5.56139912e-10], 'b': [1.33623849e-10, -1.33623849e-10, 5.56139912e-10], 'c': [1.33623849e-10, 1.33623849e-10, -5.56139912e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 5.56139912e-10, 'element': 'Fe'}, {'x': -7.234435730847424e-28, 'y': 7.234435730847424e-28, 'z': 1.7780010993485502e-10, 'element': 'Ir'}, {'x': -2.9853632718861373e-27, 'y': 2.9853632718861373e-27, 'z': 9.34479714065145e-10, 'element': 'Ir'}]}, 'natoms': 3, 'element': {'Ir': 2, 'Fe': 1}}]",PN_3VQ7FD73VPTPUZWSDY5F6WN7F6IRZMUM,"{'reference': {'Ir': 'https://nomad-lab.eu/prod/rae/gui/entry/id/R5T_c-b5R-aSPQN6iXJv2A/Jxd3Gq7w7vgx3vAf4QaOcIUrNIvf', 'Fe': 'https://nomad-lab.eu/prod/rae/gui/entry/id/287sI9_oSguef6cQl5_HXg/uv45-FAwcp05wlvr2QydJ3AkRZeu'}, 'value_per_atom': 0.014869236113600692, 'value': 0.04460770834080208}"
Cr2Sr2,P4/nmm,"[{'data': {'a': [3.29052634e-10, 0, 0], 'b': [0, 3.29052634e-10, 0], 'c': [0, 0, 9.284183170000001e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 8.451083240560598e-10, 'element': 'Cr'}, {'x': 1.64526317e-10, 'y': 1.64526317e-10, 'z': 7.796237306939403e-10, 'element': 'Cr'}, {'x': 0, 'y': 0, 'z': 5.360896720688484e-10, 'element': 'Sr'}, {'x': 1.64526317e-10, 'y': 1.64526317e-10, 'z': 1.6022406568115168e-10, 'element': 'Sr'}]}, 'natoms': 4, 'element': {'Cr': 2, 'Sr': 2}}]",PN_C7ATFFTHIWZOKRV2I3ZGTRHYQGE2YH6X,"{'reference': {'Cr': 'https://nomad-lab.eu/prod/rae/gui/entry/id/WHxcrFh6QWqSn5mGUr5mBg/Xf06z3W_uXiss4I1OdzRpCsLCWOj', 'Sr': 'https://nomad-lab.eu/prod/rae/gui/entry/id/CPX8DdIcSHGs-SRkG5ebRQ/9CyQcCUbCgpVbqUi9LKvMkTBuex3'}, 'value_per_atom': 0.7446481806535772, 'value': 2.9785927226143087}"
Ag3Al5,P1,"[{'data': {'a': [5.09680646e-10, -5.262227e-12, 9.61256e-13], 'b': [1.6399993e-10, 5.45747974e-10, -4.03977e-13], 'c': [-8.4252624e-11, 2.5118698e-11, 4.86368812e-10], 'atoms': [{'x': 7.920562114277841e-11, 'y': 5.65631281727619e-10, 'z': 4.843102194852061e-10, 'element': 'Ag'}, {'x': 2.516868481392308e-10, 'y': 6.89729598760997e-11, 'z': 1.2460555073116066e-10, 'element': 'Ag'}, {'x': 2.56315485403996e-10, 'y': 2.2951899800619486e-10, 'z': 3.6567777923625076e-10, 'element': 'Ag'}, {'x': 3.1719476065046015e-13, 'y': 1.4867528919746108e-10, 'z': 2.4122676721767527e-10, 'element': 'Al'}, {'x': 5.067617575779086e-10, 'y': 2.905076577392456e-10, 'z': 4.856056200162899e-10, 'element': 'Al'}, {'x': 3.3554044229196833e-10, 'y': 3.4310533870532647e-10, 'z': 1.2408363682731635e-10, 'element': 'Al'}, {'x': 5.8885299295046e-10, 'y': 4.151290697977371e-10, 'z': 2.411581627922671e-10, 'element': 'Al'}, {'x': 3.3677881182981406e-10, 'y': 4.988698698976941e-10, 'z': 3.672034512034463e-10, 'element': 'Al'}]}, 'natoms': 8, 'element': {'Ag': 3, 'Al': 5}}]",PN_K3S6UVW7GGZMG47SDGOKUKGRGHKKJMD3,"{'reference': {'Ag': 'https://nomad-lab.eu/prod/rae/gui/entry/id/fnHejGdhTuiWS0VNpjH8pA/S0g-iXGYSO3a4JeEbuX_IWUqOBUr', 'Al': 'https://nomad-lab.eu/prod/rae/gui/entry/id/nX_oJtCvReKSQKlosaruaA/NwZCCfhy6KcjdrLfBEnERme_39m-'}, 'value_per_atom': -0.0039340081548497885, 'value': -0.03147206523879831}"
Al4P2,I4_1/amd,"[{'data': {'a': [-1.61741016e-10, 1.61741016e-10, 9.83080862e-10], 'b': [1.61741016e-10, -1.61741016e-10, 9.83080862e-10], 'c': [1.61741016e-10, 1.61741016e-10, -9.83080862e-10], 'atoms': [{'x': 4.361677056454267e-27, 'y': -4.361677056454267e-27, 'z': 1.1157906439454212e-09, 'element': 'Al'}, {'x': 0, 'y': 1.61741016e-10, 'z': 3.58830649054579e-10, 'element': 'Al'}, {'x': -4.361677056454267e-27, 'y': 4.361677056454267e-27, 'z': 8.50371080054579e-10, 'element': 'Al'}, {'x': 1.2924697071141057e-26, 'y': 1.6174101599999997e-10, 'z': 6.242502129454212e-10, 'element': 'Al'}, {'x': 0, 'y': 0, 'z': 0, 'element': 'P'}, {'x': 1.61741016e-10, 'y': 0, 'z': 4.91540431e-10, 'element': 'P'}]}, 'natoms': 6, 'element': {'P': 2, 'Al': 4}}]",PN_3OQW5NSGCNBTCY77UTLB4BG2ZO444R6U,"{'reference': {'P': 'https://nomad-lab.eu/prod/rae/gui/entry/id/SwEGZUqCTPyNJvGH3CWDPQ/VliAGY_Z2yfFnSNW4d80E-Y7rLrP', 'Al': 'https://nomad-lab.eu/prod/rae/gui/entry/id/nX_oJtCvReKSQKlosaruaA/NwZCCfhy6KcjdrLfBEnERme_39m-'}, 'value_per_atom': 0.004820986664606508, 'value': 0.028925919987639048}"
