formula,space_group,structure,id,formation_energy
BaFeIn2,P4mm,"[{'data': {'a': [3.60932611e-10, 0, 0], 'b': [0, 3.60932611e-10, 0], 'c': [0, 0, 8.061282390000001e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 4.2736259810558586e-10, 'element': 'Ba'}, {'x': 1.804663055e-10, 'y': 1.804663055e-10, 'z': 6.791309977599998e-10, 'element': 'Fe'}, {'x': 0, 'y': 0, 'z': -4.8685848972086134e-11, 'element': 'In'}, {'x': 1.804663055e-10, 'y': 1.804663055e-10, 'z': 1.513846116065006e-10, 'element': 'In'}]}, 'natoms': 4, 'element': {'In': 2, 'Ba': 1, 'Fe': 1}}]",PN_HXMZJ4OEZ6NAI3DSQBEHLOPGIVJYDLUB,"{'reference': {'In': 'https://nomad-lab.eu/prod/rae/gui/entry/id/Zqtd881RT5CfgKZ3B6_mTg/jidMzp8f26ns8Jif2fj8Gy8eG6id', 'Ba': 'https://nomad-lab.eu/prod/rae/gui/entry/id/tX6mKyN2Q0ahPatA8GfBWw/Lj0gGgNhl0ZMZK5-5xnXiYpf0ut5', 'Fe': 'https://nomad-lab.eu/prod/rae/gui/entry/id/287sI9_oSguef6cQl5_HXg/uv45-FAwcp05wlvr2QydJ3AkRZeu'}, 'value_per_atom': 0.30697889350830376, 'value': 1.227915574033215}"
AgNa2Nb,P4mm,"[{'data': {'a': [2.9017966500000003e-10, 0, 0], 'b': [0, 2.9017966500000003e-10, 0], 'c': [0, 0, 1.045799598e-09], 'atoms': [{'x': 1.4508983250000002e-10, 'y': 1.4508983250000002e-10, 'z': 7.693917209717699e-10, 'element': 'Ag'}, {'x': 0, 'y': 0, 'z': 1.0083875919589832e-09, 'element': 'Na'}, {'x': 1.4508983250000002e-10, 'y': 1.4508983250000002e-10, 'z': 2.785868423226471e-10, 'element': 'Na'}, {'x': 0, 'y': 0, 'z': 5.581328292886039e-10, 'element': 'Nb'}]}, 'natoms': 4, 'element': {'Na': 2, 'Nb': 1, 'Ag': 1}}]",PN_VO5FZDAD3SEIABXWZBGIOFZTQLR5QQMR,"{'reference': {'Na': 'https://nomad-lab.eu/prod/rae/gui/entry/id/ANn_TqXdRYm4bpJCvHC9sg/fZBjCAvL-C0KpykVeDkglk4DiMJE', 'Nb': 'https://nomad-lab.eu/prod/rae/gui/entry/id/FsjvRjUORt2wbpq8ej5bOA/861X4hlRjiSg-bvBzuNmZtnnHOYr', 'Ag': 'https://nomad-lab.eu/prod/rae/gui/entry/id/fnHejGdhTuiWS0VNpjH8pA/S0g-iXGYSO3a4JeEbuX_IWUqOBUr'}, 'value_per_atom': 0.3949171447424282, 'value': 1.579668578969713}"
BrMnP2,P4mm,"[{'data': {'a': [3.04608072e-10, 0, 0], 'b': [0, 3.04608072e-10, 0], 'c': [0, 0, 7.481951910000001e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 4.271622320927924e-10, 'element': 'Br'}, {'x': 1.52304036e-10, 'y': 1.52304036e-10, 'z': 6.190621778221982e-10, 'element': 'Mn'}, {'x': 0, 'y': 0, 'z': 7.251690500437643e-10, 'element': 'P'}, {'x': 1.52304036e-10, 'y': 1.52304036e-10, 'z': 9.909451005929345e-11, 'element': 'P'}]}, 'natoms': 4, 'element': {'Br': 1, 'P': 2, 'Mn': 1}}]",PN_6TAKE4S6VXTI7QM525O363X6RQDRXVNH,"{'reference': {'Br': 'https://nomad-lab.eu/prod/rae/gui/entry/id/HQMYKHP6Soitf8Zcgmf6SQ/7DmDJRePJNTiaaJiAv-YuiT0_OyO', 'P': 'https://nomad-lab.eu/prod/rae/gui/entry/id/SwEGZUqCTPyNJvGH3CWDPQ/VliAGY_Z2yfFnSNW4d80E-Y7rLrP', 'Mn': 'https://nomad-lab.eu/prod/rae/gui/entry/id/287sI9_oSguef6cQl5_HXg/8IffBWYWeF2VvGN-TtippJCbAlST'}, 'value_per_atom': 0.156649444723719, 'value': 0.626597778894876}"
CrNaNb,I4mm,"[{'data': {'a': [-1.41512075e-10, 1.41512075e-10, 7.590380910000001e-10], 'b': [1.41512075e-10, -1.41512075e-10, 7.590380910000001e-10], 'c': [1.41512075e-10, 1.41512075e-10, -7.590380910000001e-10], 'atoms': [{'x': 1.485536868970729e-29, 'y': -1.485536868970729e-29, 'z': 2.9536570681177567e-11, 'element': 'Cr'}, {'x': 1.3269038083353144e-27, 'y': -1.3269038083353144e-27, 'z': 5.148713251175928e-10, 'element': 'Na'}, {'x': -2.5534495274444958e-27, 'y': 2.5534495274444958e-27, 'z': 9.736682862012297e-10, 'element': 'Nb'}]}, 'natoms': 3, 'element': {'Na': 1, 'Nb': 1, 'Cr': 1}}]",PN_EVYIAIFHFQ4Q3WD72SML2ZKE2JUORRBB,"{'reference': {'Na': 'https://nomad-lab.eu/prod/rae/gui/entry/id/ANn_TqXdRYm4bpJCvHC9sg/fZBjCAvL-C0KpykVeDkglk4DiMJE', 'Nb': 'https://nomad-lab.eu/prod/rae/gui/entry/id/FsjvRjUORt2wbpq8ej5bOA/861X4hlRjiSg-bvBzuNmZtnnHOYr', 'Cr': 'https://nomad-lab.eu/prod/rae/gui/entry/id/xBLwjr97RnCpmg2IhvOQJw/ZTsvXtun3mZO6UT4PDELSgcNICTJ'}, 'value_per_atom': 0.7351742205383923, 'value': 2.205522661615177}"
BrMnP2,P4/mmm,"[{'data': {'a': [2.83804501e-10, 0, 0], 'b': [0, 2.83804501e-10, 0], 'c': [0, 0, 8.80923494e-10], 'atoms': [{'x': 1.419022505e-10, 'y': 1.419022505e-10, 'z': 2.202308735e-10, 'element': 'Br'}, {'x': 1.419022505e-10, 'y': 1.419022505e-10, 'z': 6.606926205e-10, 'element': 'Mn'}, {'x': 0, 'y': 0, 'z': 7.915147189582713e-10, 'element': 'P'}, {'x': 0, 'y': 0, 'z': 5.298705220417288e-10, 'element': 'P'}]}, 'natoms': 4, 'element': {'P': 2, 'Br': 1, 'Mn': 1}}]",PN_XME3PBYXCLYCKFS577EK5ZIQODRRUGNY,"{'reference': {'P': 'https://nomad-lab.eu/prod/rae/gui/entry/id/SwEGZUqCTPyNJvGH3CWDPQ/VliAGY_Z2yfFnSNW4d80E-Y7rLrP', 'Br': 'https://nomad-lab.eu/prod/rae/gui/entry/id/HQMYKHP6Soitf8Zcgmf6SQ/7DmDJRePJNTiaaJiAv-YuiT0_OyO', 'Mn': 'https://nomad-lab.eu/prod/rae/gui/entry/id/287sI9_oSguef6cQl5_HXg/8IffBWYWeF2VvGN-TtippJCbAlST'}, 'value_per_atom': -0.027252101404237727, 'value': -0.10900840561695091}"
GaNbSb2,P4mm,"[{'data': {'a': [3.4719308e-10, 0, 0], 'b': [0, 3.4719308e-10, 0], 'c': [0, 0, 7.78649189e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 4.2657642532695424e-10, 'element': 'Ga'}, {'x': 1.7359654e-10, 'y': 1.7359654e-10, 'z': 5.617034703267386e-10, 'element': 'Nb'}, {'x': 0, 'y': 0, 'z': -5.439264810848146e-11, 'element': 'Sb'}, {'x': 1.7359654e-10, 'y': 1.7359654e-10, 'z': 2.3408652816829675e-10, 'element': 'Sb'}]}, 'natoms': 4, 'element': {'Nb': 1, 'Ga': 1, 'Sb': 2}}]",PN_EB6OKYRCL452KG3JB23FLSKPPDKKNVNQ,"{'reference': {'Nb': 'https://nomad-lab.eu/prod/rae/gui/entry/id/FsjvRjUORt2wbpq8ej5bOA/861X4hlRjiSg-bvBzuNmZtnnHOYr', 'Ga': 'https://nomad-lab.eu/prod/rae/gui/entry/id/7v_xfwA8SXar--QHXNyP3w/vRXRCHTc1BwC0KVL2zTyDtxvDQO7', 'Sb': 'https://nomad-lab.eu/prod/rae/gui/entry/id/WMu7V8unTIq_ZADrznasag/e0MYdRBQr9wEXHzKsLol9DZ8gMvs'}, 'value_per_atom': 0.07613817379770449, 'value': 0.30455269519081796}"
BaSr2Ta,P4/mmm,"[{'data': {'a': [3.6508869800000004e-10, 0, 0], 'b': [0, 3.6508869800000004e-10, 0], 'c': [0, 0, 1.182218481e-09], 'atoms': [{'x': 1.8254434900000002e-10, 'y': 1.8254434900000002e-10, 'z': 8.866638607500001e-10, 'element': 'Ba'}, {'x': 0, 'y': 0, 'z': 6.915426017819373e-11, 'element': 'Sr'}, {'x': 0, 'y': 0, 'z': 5.219549803218062e-10, 'element': 'Sr'}, {'x': 1.8254434900000002e-10, 'y': 1.8254434900000002e-10, 'z': 2.9555462025e-10, 'element': 'Ta'}]}, 'natoms': 4, 'element': {'Ta': 1, 'Sr': 2, 'Ba': 1}}]",PN_VJU342WMW7TNU42DBB6KJLFSOLJDFT5F,"{'reference': {'Ta': 'https://nomad-lab.eu/prod/rae/gui/entry/id/HFcfn7V1T0qqPvWety_q2w/Jno4RsivxTTSMHe4wn8p4qW8Ef6G', 'Sr': 'https://nomad-lab.eu/prod/rae/gui/entry/id/CPX8DdIcSHGs-SRkG5ebRQ/9CyQcCUbCgpVbqUi9LKvMkTBuex3', 'Ba': 'https://nomad-lab.eu/prod/rae/gui/entry/id/tX6mKyN2Q0ahPatA8GfBWw/Lj0gGgNhl0ZMZK5-5xnXiYpf0ut5'}, 'value_per_atom': 0.806307535085141, 'value': 3.225230140340564}"
AgNaNi2,P4mm,"[{'data': {'a': [2.7892256199999997e-10, 0, 0], 'b': [0, 2.7892256199999997e-10, 0], 'c': [0, 0, 7.94785929e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 3.9504212283562596e-10, 'element': 'Ag'}, {'x': 1.3946128099999999e-10, 'y': 1.3946128099999999e-10, 'z': 5.967786215247545e-10, 'element': 'Na'}, {'x': 0, 'y': 0, 'z': 2.87253914816967e-12, 'element': 'Ni'}, {'x': 1.3946128099999999e-10, 'y': 1.3946128099999999e-10, 'z': 1.9748561793930921e-10, 'element': 'Ni'}]}, 'natoms': 4, 'element': {'Na': 1, 'Ag': 1, 'Ni': 2}}]",PN_DMJUZCFPWGIDXVXMNXCWRKE7TSCKPYML,"{'reference': {'Na': 'https://nomad-lab.eu/prod/rae/gui/entry/id/ANn_TqXdRYm4bpJCvHC9sg/fZBjCAvL-C0KpykVeDkglk4DiMJE', 'Ag': 'https://nomad-lab.eu/prod/rae/gui/entry/id/fnHejGdhTuiWS0VNpjH8pA/S0g-iXGYSO3a4JeEbuX_IWUqOBUr', 'Ni': 'https://nomad-lab.eu/prod/rae/gui/entry/id/q7lAKuoOTPWL1mJ5gkMDhg/2z6qKgNMlPjxK4R1fKqhhgll26lp'}, 'value_per_atom': 0.4552012710140083, 'value': 1.8208050840560333}"
Nb2NiTa,P4/mmm,"[{'data': {'a': [2.78283501e-10, 0, 0], 'b': [0, 2.78283501e-10, 0], 'c': [0, 0, 8.443166160000001e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 2.6716904872909686e-11, 'element': 'Nb'}, {'x': 0, 'y': 0, 'z': 3.9544140312709035e-10, 'element': 'Nb'}, {'x': 1.391417505e-10, 'y': 1.391417505e-10, 'z': 2.1107915400000003e-10, 'element': 'Ni'}, {'x': 1.391417505e-10, 'y': 1.391417505e-10, 'z': 6.332374620000001e-10, 'element': 'Ta'}]}, 'natoms': 4, 'element': {'Nb': 2, 'Ni': 1, 'Ta': 1}}]",PN_UDGCKUR2DXNSCS3G7EOGOHDYXUYLCUWL,"{'reference': {'Nb': 'https://nomad-lab.eu/prod/rae/gui/entry/id/FsjvRjUORt2wbpq8ej5bOA/861X4hlRjiSg-bvBzuNmZtnnHOYr', 'Ni': 'https://nomad-lab.eu/prod/rae/gui/entry/id/q7lAKuoOTPWL1mJ5gkMDhg/2z6qKgNMlPjxK4R1fKqhhgll26lp', 'Ta': 'https://nomad-lab.eu/prod/rae/gui/entry/id/HFcfn7V1T0qqPvWety_q2w/Jno4RsivxTTSMHe4wn8p4qW8Ef6G'}, 'value_per_atom': -0.030719101019100137, 'value': -0.12287640407640055}"
Ag2NaSn2,I4/mmm,"[{'data': {'a': [-2.3614254899999996e-10, 2.3614254899999996e-10, 5.9578095e-10], 'b': [2.3614254899999996e-10, -2.3614254899999996e-10, 5.9578095e-10], 'c': [2.3614254899999996e-10, 2.3614254899999996e-10, -5.9578095e-10], 'atoms': [{'x': -1.099660617727413e-27, 'y': 1.099660617727413e-27, 'z': 7.32646418932656e-10, 'element': 'Ag'}, {'x': 1.099660617727413e-27, 'y': -1.099660617727413e-27, 'z': 4.5891548106734395e-10, 'element': 'Ag'}, {'x': 0, 'y': 0, 'z': 0, 'element': 'Na'}, {'x': 2.5849394142282115e-26, 'y': 2.361425489999999e-10, 'z': 2.97890475e-10, 'element': 'Sn'}, {'x': 2.3614254899999996e-10, 'y': 0, 'z': 2.97890475e-10, 'element': 'Sn'}]}, 'natoms': 5, 'element': {'Na': 1, 'Ag': 2, 'Sn': 2}}]",PN_INJA6LUHKIN3Z5WOKG4HAWLSNJJO6SOJ,"{'reference': {'Na': 'https://nomad-lab.eu/prod/rae/gui/entry/id/ANn_TqXdRYm4bpJCvHC9sg/fZBjCAvL-C0KpykVeDkglk4DiMJE', 'Sn': 'https://nomad-lab.eu/prod/rae/gui/entry/id/7v_xfwA8SXar--QHXNyP3w/OAw0poj5HN3ZrB-djDMlDbA7-aNL'}, 'value_per_atom': -1.9179921643657274, 'value': -5.753976493097182}"
BaBrNa2,P4/mmm,"[{'data': {'a': [5.12559817e-10, 0, 0], 'b': [0, 5.12559817e-10, 0], 'c': [0, 0, 6.64408252e-10], 'atoms': [{'x': 2.562799085e-10, 'y': 2.562799085e-10, 'z': 1.66102063e-10, 'element': 'Ba'}, {'x': 2.562799085e-10, 'y': 2.562799085e-10, 'z': 4.98306189e-10, 'element': 'Br'}, {'x': 0, 'y': 0, 'z': -4.1473027498092007e-13, 'element': 'Na'}, {'x': 0, 'y': 0, 'z': 3.3261885627498094e-10, 'element': 'Na'}]}, 'natoms': 4, 'element': {'Br': 1, 'Na': 2, 'Ba': 1}}]",PN_LBS3ZBMRBXQWRU3RHCHVGS27UPZRDLOC,"{'reference': {'Br': 'https://nomad-lab.eu/prod/rae/gui/entry/id/HQMYKHP6Soitf8Zcgmf6SQ/7DmDJRePJNTiaaJiAv-YuiT0_OyO', 'Na': 'https://nomad-lab.eu/prod/rae/gui/entry/id/ANn_TqXdRYm4bpJCvHC9sg/fZBjCAvL-C0KpykVeDkglk4DiMJE', 'Ba': 'https://nomad-lab.eu/prod/rae/gui/entry/id/tX6mKyN2Q0ahPatA8GfBWw/Lj0gGgNhl0ZMZK5-5xnXiYpf0ut5'}, 'value_per_atom': -0.5972140126395695, 'value': -2.388856050558278}"
FeNa2Pt,P4mm,"[{'data': {'a': [3.2182566600000003e-10, 0, 0], 'b': [0, 3.2182566600000003e-10, 0], 'c': [0, 0, 8.473756549999999e-10], 'atoms': [{'x': 1.6091283300000002e-10, 'y': 1.6091283300000002e-10, 'z': 5.70277130021082e-10, 'element': 'Fe'}, {'x': 0, 'y': 0, 'z': -5.943748751617809e-11, 'element': 'Na'}, {'x': 1.6091283300000002e-10, 'y': 1.6091283300000002e-10, 'z': 2.7348852673973035e-10, 'element': 'Na'}, {'x': 0, 'y': 0, 'z': 4.867353132553656e-10, 'element': 'Pt'}]}, 'natoms': 4, 'element': {'Na': 2, 'Pt': 1, 'Fe': 1}}]",PN_WNBXXE75FOLDCKOKV5FJIMBKUN2ML34B,"{'reference': {'Na': 'https://nomad-lab.eu/prod/rae/gui/entry/id/ANn_TqXdRYm4bpJCvHC9sg/fZBjCAvL-C0KpykVeDkglk4DiMJE', 'Pt': 'https://nomad-lab.eu/prod/rae/gui/entry/id/68wFX7Q8S5SrqzKuJtOXRg/hfTXu5BPKf83TlYNvYL_xjc7wecf', 'Fe': 'https://nomad-lab.eu/prod/rae/gui/entry/id/287sI9_oSguef6cQl5_HXg/uv45-FAwcp05wlvr2QydJ3AkRZeu'}, 'value_per_atom': 0.30968414877326733, 'value': 1.2387365950930693}"
Ir2SrTa,P4mm,"[{'data': {'a': [2.94374309e-10, 0, 0], 'b': [0, 2.94374309e-10, 0], 'c': [0, 0, 9.107012960000001e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 7.148795712301922e-12, 'element': 'Ir'}, {'x': 1.471871545e-10, 'y': 1.471871545e-10, 'z': 1.940599366846442e-10, 'element': 'Ir'}, {'x': 0, 'y': 0, 'z': 4.245172983247039e-10, 'element': 'Sr'}, {'x': 1.471871545e-10, 'y': 1.471871545e-10, 'z': 7.403259041713371e-10, 'element': 'Ta'}]}, 'natoms': 4, 'element': {'Ir': 2, 'Ta': 1, 'Sr': 1}}]",PN_7YDTHKYUYFFLVII6WQVK2UDBKFVIFRU6,"{'reference': {'Ir': 'https://nomad-lab.eu/prod/rae/gui/entry/id/R5T_c-b5R-aSPQN6iXJv2A/Jxd3Gq7w7vgx3vAf4QaOcIUrNIvf', 'Ta': 'https://nomad-lab.eu/prod/rae/gui/entry/id/HFcfn7V1T0qqPvWety_q2w/Jno4RsivxTTSMHe4wn8p4qW8Ef6G', 'Sr': 'https://nomad-lab.eu/prod/rae/gui/entry/id/CPX8DdIcSHGs-SRkG5ebRQ/9CyQcCUbCgpVbqUi9LKvMkTBuex3'}, 'value_per_atom': 0.38744145178847145, 'value': 1.5497658071538858}"
AsAu2Br,P4mm,"[{'data': {'a': [3.5494967800000003e-10, 0, 0], 'b': [0, 3.5494967800000003e-10, 0], 'c': [0, 0, 7.26593796e-10], 'atoms': [{'x': 1.7747483900000002e-10, 'y': 1.7747483900000002e-10, 'z': 6.209303100746022e-10, 'element': 'As'}, {'x': 0, 'y': 0, 'z': -8.32237627563216e-12, 'element': 'Au'}, {'x': 1.7747483900000002e-10, 'y': 1.7747483900000002e-10, 'z': 1.514607800785333e-10, 'element': 'Au'}, {'x': 0, 'y': 0, 'z': 3.2582198012249666e-10, 'element': 'Br'}]}, 'natoms': 4, 'element': {'Br': 1, 'As': 1, 'Au': 2}}]",PN_VEC6O6I2GVJLX2YEROCGNZQPMZY6MOWN,"{'reference': {'Br': 'https://nomad-lab.eu/prod/rae/gui/entry/id/HQMYKHP6Soitf8Zcgmf6SQ/7DmDJRePJNTiaaJiAv-YuiT0_OyO', 'As': 'https://nomad-lab.eu/prod/rae/gui/entry/id/irNjB3eBSxiA5Zsr3-mMcg/kWw6gjhjpszGSs-lJVXHTwQkY4RP', 'Au': 'https://nomad-lab.eu/prod/rae/gui/entry/id/VIw_UIvgSh6gxyn98Y4wQg/obkWaha46SJyE2R6mKrpCv-Z4ZwG'}, 'value_per_atom': 0.08744803642933974, 'value': 0.34979214571735895}"
Al2PPt,P4mm,"[{'data': {'a': [3.49659634e-10, 0, 0], 'b': [0, 3.5191836300000003e-10, 0], 'c': [0, 0, 5.27592556e-10], 'atoms': [{'x': 0, 'y': 0, 'z': -2.8976264255088518e-11, 'element': 'Al'}, {'x': 1.74829817e-10, 'y': 1.7595918150000001e-10, 'z': 1.6295628348106452e-10, 'element': 'Al'}, {'x': 0, 'y': 0, 'z': 2.2047490932133604e-10, 'element': 'P'}, {'x': 1.74829817e-10, 'y': 1.7595918150000001e-10, 'z': 4.3693390545268796e-10, 'element': 'Pt'}]}, 'natoms': 4, 'element': {'P': 1, 'Pt': 1, 'Al': 2}}]",PN_KDTY7COH3COIDLV6YIPBDBXWJ5NFPKSP,"{'reference': {'P': 'https://nomad-lab.eu/prod/rae/gui/entry/id/SwEGZUqCTPyNJvGH3CWDPQ/VliAGY_Z2yfFnSNW4d80E-Y7rLrP', 'Pt': 'https://nomad-lab.eu/prod/rae/gui/entry/id/68wFX7Q8S5SrqzKuJtOXRg/hfTXu5BPKf83TlYNvYL_xjc7wecf', 'Al': 'https://nomad-lab.eu/prod/rae/gui/entry/id/nX_oJtCvReKSQKlosaruaA/NwZCCfhy6KcjdrLfBEnERme_39m-'}, 'value_per_atom': -0.4676503157408973, 'value': -1.8706012629635893}"
Ba2NbTa,P4mm,"[{'data': {'a': [3.69319016e-10, 0, 0], 'b': [0, 3.69319016e-10, 0], 'c': [0, 0, 9.93044003e-10], 'atoms': [{'x': 0, 'y': 0, 'z': -7.165493709831058e-11, 'element': 'Ba'}, {'x': 1.84659508e-10, 'y': 1.84659508e-10, 'z': 3.197798014459393e-10, 'element': 'Ba'}, {'x': 0, 'y': 0, 'z': 5.709332414634774e-10, 'element': 'Nb'}, {'x': 1.84659508e-10, 'y': 1.84659508e-10, 'z': 6.705078986888939e-10, 'element': 'Ta'}]}, 'natoms': 4, 'element': {'Nb': 1, 'Ta': 1, 'Ba': 2}}]",PN_QRL6PGIJOWMUJZVYL2W454XMACHFVJ2Y,"{'reference': {'Nb': 'https://nomad-lab.eu/prod/rae/gui/entry/id/FsjvRjUORt2wbpq8ej5bOA/861X4hlRjiSg-bvBzuNmZtnnHOYr', 'Ta': 'https://nomad-lab.eu/prod/rae/gui/entry/id/HFcfn7V1T0qqPvWety_q2w/Jno4RsivxTTSMHe4wn8p4qW8Ef6G', 'Ba': 'https://nomad-lab.eu/prod/rae/gui/entry/id/tX6mKyN2Q0ahPatA8GfBWw/Lj0gGgNhl0ZMZK5-5xnXiYpf0ut5'}, 'value_per_atom': 0.5857221488187685, 'value': 2.342888595275074}"
Ag2NaNb,P4/mmm,"[{'data': {'a': [2.8699514e-10, 0, 0], 'b': [0, 2.8699514e-10, 0], 'c': [0, 0, 9.317888220000002e-10], 'atoms': [{'x': 0, 'y': 0, 'z': -1.3528297144753862e-11, 'element': 'Ag'}, {'x': 0, 'y': 0, 'z': 4.794227081447539e-10, 'element': 'Ag'}, {'x': 1.4349757e-10, 'y': 1.4349757e-10, 'z': 2.3294720550000004e-10, 'element': 'Na'}, {'x': 1.4349757e-10, 'y': 1.4349757e-10, 'z': 6.988416165000001e-10, 'element': 'Nb'}]}, 'natoms': 4, 'element': {'Na': 1, 'Nb': 1, 'Ag': 2}}]",PN_NXGOA4L32U2ALUD54XYID5Y56YXWX5OG,"{'reference': {'Na': 'https://nomad-lab.eu/prod/rae/gui/entry/id/ANn_TqXdRYm4bpJCvHC9sg/fZBjCAvL-C0KpykVeDkglk4DiMJE', 'Nb': 'https://nomad-lab.eu/prod/rae/gui/entry/id/FsjvRjUORt2wbpq8ej5bOA/861X4hlRjiSg-bvBzuNmZtnnHOYr', 'Ag': 'https://nomad-lab.eu/prod/rae/gui/entry/id/fnHejGdhTuiWS0VNpjH8pA/S0g-iXGYSO3a4JeEbuX_IWUqOBUr'}, 'value_per_atom': 0.20249427342284143, 'value': 0.8099770936913657}"
CrKSb2,P4mm,"[{'data': {'a': [3.63123992e-10, 0, 0], 'b': [0, 3.63123992e-10, 0], 'c': [0, 0, 8.319879000000001e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 3.1196776562280903e-10, 'element': 'Cr'}, {'x': 1.81561996e-10, 'y': 1.81561996e-10, 'z': 6.234509981324161e-10, 'element': 'K'}, {'x': 0, 'y': 0, 'z': 4.5838414949895004e-11, 'element': 'Sb'}, {'x': 1.81561996e-10, 'y': 1.81561996e-10, 'z': 2.6672467129488006e-10, 'element': 'Sb'}]}, 'natoms': 4, 'element': {'K': 1, 'Sb': 2, 'Cr': 1}}]",PN_4V7Y37X7L44KC7TK2DKNT4AX5KVA54U3,"{'reference': {'K': 'https://nomad-lab.eu/prod/rae/gui/entry/id/LNJYtPiDTJ2RgcndgMzMEQ/-0vh5pzaGjLtxl6QcMcZHMEL5lI1', 'Sb': 'https://nomad-lab.eu/prod/rae/gui/entry/id/WMu7V8unTIq_ZADrznasag/e0MYdRBQr9wEXHzKsLol9DZ8gMvs', 'Cr': 'https://nomad-lab.eu/prod/rae/gui/entry/id/xBLwjr97RnCpmg2IhvOQJw/ZTsvXtun3mZO6UT4PDELSgcNICTJ'}, 'value_per_atom': 0.3487293471295718, 'value': 1.3949173885182873}"
AgBr2Ca,P4/mmm,"[{'data': {'a': [3.5658298600000003e-10, 0, 0], 'b': [0, 3.58732221e-10, 0], 'c': [0, 0, 9.32767066e-10], 'atoms': [{'x': 1.7829149300000001e-10, 'y': 1.793661105e-10, 'z': 6.995752995000001e-10, 'element': 'Ag'}, {'x': 0, 'y': 0, 'z': 6.415375998864141e-11, 'element': 'Br'}, {'x': 0, 'y': 0, 'z': 4.0222977301135865e-10, 'element': 'Br'}, {'x': 1.7829149300000001e-10, 'y': 1.793661105e-10, 'z': 2.331917665e-10, 'element': 'Ca'}]}, 'natoms': 4, 'element': {'Br': 2, 'Ag': 1, 'Ca': 1}}]",PN_OIBG6HTARLQGJBPTCXT3I7MJK53MOX22,"{'reference': {'Br': 'https://nomad-lab.eu/prod/rae/gui/entry/id/HQMYKHP6Soitf8Zcgmf6SQ/7DmDJRePJNTiaaJiAv-YuiT0_OyO', 'Ag': 'https://nomad-lab.eu/prod/rae/gui/entry/id/fnHejGdhTuiWS0VNpjH8pA/S0g-iXGYSO3a4JeEbuX_IWUqOBUr', 'Ca': 'https://nomad-lab.eu/prod/rae/gui/entry/id/LNJYtPiDTJ2RgcndgMzMEQ/c08VF8Y4GAg0AFj1CQdui2kVY_IF'}, 'value_per_atom': -1.0011091934933756, 'value': -4.004436773973502}"
BaGaV2,P4/mmm,"[{'data': {'a': [3.5598586200000003e-10, 0, 0], 'b': [0, 3.5870587e-10, 0], 'c': [0, 0, 7.24959052e-10], 'atoms': [{'x': 1.7799293100000002e-10, 'y': 1.79352935e-10, 'z': 1.81239763e-10, 'element': 'Ba'}, {'x': 1.7799293100000002e-10, 'y': 1.79352935e-10, 'z': 5.437192890000001e-10, 'element': 'Ga'}, {'x': 0, 'y': 0, 'z': -8.672042100396876e-11, 'element': 'V'}, {'x': 0, 'y': 0, 'z': 4.4919994700396877e-10, 'element': 'V'}]}, 'natoms': 4, 'element': {'V': 2, 'Ga': 1, 'Ba': 1}}]",PN_FGVXCQPBEDX4FAGKM3ZIBJEHKWHEV5KG,"{'reference': {'V': 'https://nomad-lab.eu/prod/rae/gui/entry/id/nX_oJtCvReKSQKlosaruaA/6a_z-sYaeMtEBgvOYDzXel9FP5XK', 'Ga': 'https://nomad-lab.eu/prod/rae/gui/entry/id/7v_xfwA8SXar--QHXNyP3w/vRXRCHTc1BwC0KVL2zTyDtxvDQO7', 'Ba': 'https://nomad-lab.eu/prod/rae/gui/entry/id/tX6mKyN2Q0ahPatA8GfBWw/Lj0gGgNhl0ZMZK5-5xnXiYpf0ut5'}, 'value_per_atom': 0.28582312775863095, 'value': 1.1432925110345238}"
AlPtSr2,P4mm,"[{'data': {'a': [3.5742912100000003e-10, 0, 0], 'b': [0, 3.5742912100000003e-10, 0], 'c': [0, 0, 8.99829355e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 5.198742952522657e-10, 'element': 'Al'}, {'x': 1.7871456050000001e-10, 'y': 1.7871456050000001e-10, 'z': 6.096525825620581e-10, 'element': 'Pt'}, {'x': 0, 'y': 0, 'z': 8.308250140875894e-10, 'element': 'Sr'}, {'x': 1.7871456050000001e-10, 'y': 1.7871456050000001e-10, 'z': 2.892214955980868e-10, 'element': 'Sr'}]}, 'natoms': 4, 'element': {'Pt': 1, 'Al': 1, 'Sr': 2}}]",PN_N7A5PIY7WILFOOFWXM7YXJL5IBH5B2C4,"{'reference': {'Pt': 'https://nomad-lab.eu/prod/rae/gui/entry/id/68wFX7Q8S5SrqzKuJtOXRg/hfTXu5BPKf83TlYNvYL_xjc7wecf', 'Al': 'https://nomad-lab.eu/prod/rae/gui/entry/id/nX_oJtCvReKSQKlosaruaA/NwZCCfhy6KcjdrLfBEnERme_39m-', 'Sr': 'https://nomad-lab.eu/prod/rae/gui/entry/id/CPX8DdIcSHGs-SRkG5ebRQ/9CyQcCUbCgpVbqUi9LKvMkTBuex3'}, 'value_per_atom': -0.4390979870107419, 'value': -1.7563919480429675}"
